quote_date,origin_port,dest_port,rate_20,rate_40,source,sender,raw_line,src_file
2026-06-25,NANSHA,NHAVA SHEVA,2000,2000,ocean_star,as23@oceanstarsz.com,RCL USD2000/2000 CLS1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,WHL USD2100/2100 ETD29-Jun 1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,NHAVA SHEVA,2400,2400,ocean_star,as23@oceanstarsz.com,MSC USD2400/2400 CLS26-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,NHAVA SHEVA,2050,2150,ocean_star,as23@oceanstarsz.com,ESL USD2050/2150 ETD29-Jun 3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,IAL USD2050/2050 ETD5-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2150,2200,ocean_star,as23@oceanstarsz.com,PIL USD2150/2200 ETD4-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2200,2300,ocean_star,as23@oceanstarsz.com,EMC USD2200/2300 ETD5-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,ONE USD2100/2100 ETD7/11-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2050,2150,ocean_star,as23@oceanstarsz.com,RCL USD2050/2150 ETD5-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,ZIM USD2250/2250 ETD3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2210,2210,ocean_star,as23@oceanstarsz.com,HMM USD2210/2210 ETD1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2150,2150,ocean_star,as23@oceanstarsz.com,MSC USD2150/2150 ETD1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2000,2000,ocean_star,as23@oceanstarsz.com,YML USD2000/2000 ETD5/11-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2250,2400,ocean_star,as23@oceanstarsz.com,TSL USD2250/2400 ETD4-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,KMTC USD2100/2100 ETD7/11-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2185,2210,ocean_star,as23@oceanstarsz.com,OOCL USD2185/2210 ETD30-Jun 3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2150,2300,ocean_star,as23@oceanstarsz.com,PERMA USD2150/2300 ETD8/9-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2150,2400,ocean_star,as23@oceanstarsz.com,RCL USD2150/2400 ETD2/9-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2125,2250,ocean_star,as23@oceanstarsz.com,KMTC USD2125/2250 ETD5-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2330,2350,ocean_star,as23@oceanstarsz.com,ZIM USD2330/2350 ETD1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,,2550,ocean_star,as23@oceanstarsz.com,EMC USD2550/40HQ ETD3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2200,2200,ocean_star,as23@oceanstarsz.com,MSC USD2200/2200 ETD2-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,2400,2400,ocean_star,as23@oceanstarsz.com,WHL USD2400/2400 ETD5/8-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,NHAVA SHEVA,1900,2200,ocean_star,as23@oceanstarsz.com,BEN USD1900/2200 ETD5/6-Jul(MCL),FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,MSC USD2650/2650 ETD5-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2350,2450,ocean_star,as23@oceanstarsz.com,PERMA USD2350/2450 ETD7/14-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2400,2500,ocean_star,as23@oceanstarsz.com,ESL USD2400/2500 ETD30-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2300,2350,ocean_star,as23@oceanstarsz.com,BWL USD2300/2350 ETD7/14-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2600,2600,ocean_star,as23@oceanstarsz.com,WHL USD2600/2600 ETD5-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2700,2700,ocean_star,as23@oceanstarsz.com,EMC USD2700/2700 ETD4-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,,2500,ocean_star,as23@oceanstarsz.com,ONE USD2500/40HQ ETD7-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,NHAVA SHEVA,2500,2500,ocean_star,as23@oceanstarsz.com,COSCO USD2500/2500 ETD6-Jun indirect,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,NHAVA SHEVA,2430,2430,ocean_star,as23@oceanstarsz.com,MSC USD2430/2430 ETD1-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,NHAVA SHEVA,2500,2500,ocean_star,as23@oceanstarsz.com,PERMA USD2500/2500 ETD9-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,NHAVA SHEVA,2600,2650,ocean_star,as23@oceanstarsz.com,EMC USD2600/2650 ETD9-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,NHAVA SHEVA,2600,2550,ocean_star,as23@oceanstarsz.com,COSCO USD2600/2550 ETD6-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,NHAVA SHEVA,2650,2750,ocean_star,as23@oceanstarsz.com,KMTC USD2650/2750 ETD2-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,NHAVA SHEVA,2350,2350,ocean_star,as23@oceanstarsz.com,COSCO USD2350/2350 ETD3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,NHAVA SHEVA,2300,2300,ocean_star,as23@oceanstarsz.com,OOCL USD2300/2300 ETD3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,ESL USD2100/2100 ETD2-Jul 10days free time,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,NHAVA SHEVA,2150,2200,ocean_star,as23@oceanstarsz.com,EMC USD2150/2200 ETD3-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,NHAVA SHEVA,2235,2250,ocean_star,as23@oceanstarsz.com,MSC USD2235/2250 ETD5-Jul indirect,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,NHAVA SHEVA,2525,2625,ocean_star,as23@oceanstarsz.com,EMC USD2525/2625 Valid from 28-Jun to 7-Jul,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,NHAVA SHEVA,2550,2550,ocean_star,as23@oceanstarsz.com,IAL USD2550/2550 ETD6-Jul indirect,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,NHAVA SHEVA,2825,2825,ocean_star,as23@oceanstarsz.com,COSCO USD2825/2825 Valid from 22-Jun to 30-Jun,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,NHAVA SHEVA,2900,3000,ocean_star,as23@oceanstarsz.com,TSL USD2900/3000 ETD3-Jul indirect,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHEKOU,CHENNAI,1550,1650,ocean_star,as23@oceanstarsz.com,"SJJ USD1550/1650, CLS: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHEKOU,CHENNAI,1600,1650,ocean_star,as23@oceanstarsz.com,"WHL USD1600/1650, CLS: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHEKOU,CHENNAI,1800,1800,ocean_star,as23@oceanstarsz.com,"NAMSUNG USD1800/1800, CLS: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHEKOU,CHENNAI,,1800,ocean_star,as23@oceanstarsz.com,"COSCO USD1800/40HQ, CLS: 04-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHEKOU,CHENNAI,2010,2270,ocean_star,as23@oceanstarsz.com,"SITC USD2010/2270, CLS: 06-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,CHENNAI,1550,1550,ocean_star,as23@oceanstarsz.com,"NAMSUNG USD1550/1550, CLS: 02-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,CHENNAI,,1650,ocean_star,as23@oceanstarsz.com,"SJJ USD1650/40HQ, CLS: 02-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,CHENNAI,1750,1750,ocean_star,as23@oceanstarsz.com,"WHL USD1750/1750, CLS: 04-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,CHENNAI,1750,1750,ocean_star,as23@oceanstarsz.com,"IAL USD1750/1750, CLS: 02/03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,CHENNAI,1850,1900,ocean_star,as23@oceanstarsz.com,"COSCO USD1850/1900, rate valid to 07-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,CHENNAI,2000,2100,ocean_star,as23@oceanstarsz.com,"IAL USD2000/2100, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,CHENNAI,2000,2100,ocean_star,as23@oceanstarsz.com,"PIL USD2000/2100, ETD: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,1700,1800,ocean_star,as23@oceanstarsz.com,"CMA USD1700/1800, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,1800,2000,ocean_star,as23@oceanstarsz.com,"PIL USD1800/2000, ETD: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,2000,2100,ocean_star,as23@oceanstarsz.com,"WHL USD2000/2100, ETD: 08-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,1900,2200,ocean_star,as23@oceanstarsz.com,"SITC USD1900/2200, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,1900,2300,ocean_star,as23@oceanstarsz.com,"SKR USD1900/2300, ETD: 07-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,CHENNAI,1950,2050,ocean_star,as23@oceanstarsz.com,"KMTC USD1950/2050, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,CHENNAI,1850,1850,ocean_star,as23@oceanstarsz.com,"MSC USD1850/1850, ETD: 02-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,CHENNAI,2200,2200,ocean_star,as23@oceanstarsz.com,"WHL USD2200/2200, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,CHENNAI,2000,2300,ocean_star,as23@oceanstarsz.com,"TSL USD2000/2300, ETD: 10-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,CHENNAI,1800,1800,ocean_star,as23@oceanstarsz.com,"RCL USD1800/1800, ETD: 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,CHENNAI,1850,1850,ocean_star,as23@oceanstarsz.com,"MSC USD1850/1850, Rate valid to 05-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,CHENNAI,1800,1900,ocean_star,as23@oceanstarsz.com,"KMTC USD1800/1900, Rate valid to 04-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,CHENNAI,1500,1550,ocean_star,as23@oceanstarsz.com,"RCL USD1500/1550, ETD: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,CHENNAI,1550,1550,ocean_star,as23@oceanstarsz.com,"WHL USD1550/1550, ETD: 29-June",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,CHENNAI,1500,1550,ocean_star,as23@oceanstarsz.com,"IAL USD1500/1550, ETD: 29-June",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,CHENNAI,1650,1750,ocean_star,as23@oceanstarsz.com,"COSCO USD1650/1750, ETD: 29-June",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,CHENNAI,2200,2500,ocean_star,as23@oceanstarsz.com,"TSL USD2200/2500, ETD: 03-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,CHENNAI,1800,1900,ocean_star,as23@oceanstarsz.com,"EMC USD1800/1900, Rate valid to 07-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,CHENNAI,1825,1825,ocean_star,as23@oceanstarsz.com,"MSC USD1825/1825, Rate valid to 07-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,CHENNAI,2125,2225,ocean_star,as23@oceanstarsz.com,"WHL USD2125/2225, Rate valid to 07-July",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,1950,2150,ocean_star,as23@oceanstarsz.com,RCL USD1950/2150 ETD29-JUN & 02-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,1900,2350,ocean_star,as23@oceanstarsz.com,WHL USD1900/2350 ETD29-JUN & 05-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,2050,3050,ocean_star,as23@oceanstarsz.com,PIL USD2050/3050 ETD05-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,2475,3100,ocean_star,as23@oceanstarsz.com,SITC USD2475/3100 ETD06-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,2150,2150,ocean_star,as23@oceanstarsz.com,MSC USD2150/2150 Rate valid till 05TH JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,1700,1900,ocean_star,as23@oceanstarsz.com,ONE USD1700/1900 Rate valid till  30TH JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHENZHEN,KOLKATA,2150,2150,ocean_star,as23@oceanstarsz.com,COSCO USD2150/2150 Rate valid till 30TH JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,KOLKATA,1750,2250,ocean_star,as23@oceanstarsz.com,RCL USD1750/2250 ETD28-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,KOLKATA,1750,1950,ocean_star,as23@oceanstarsz.com,ONE USD1750/1950 Rate valid till  30TH JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,KOLKATA,2150,2150,ocean_star,as23@oceanstarsz.com,MSC USD2150/2150 Rate valid till 05TH JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NANSHA,KOLKATA,2150,2150,ocean_star,as23@oceanstarsz.com,COSCO USD2150/2150 Rate valid till 30TH JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,KOLKATA,1450,2450,ocean_star,as23@oceanstarsz.com,WHL USD1450/2450 ETD27-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,KOLKATA,2025,2350,ocean_star,as23@oceanstarsz.com,SITC USD2025/2350 ETD30-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,KOLKATA,1900,2200,ocean_star,as23@oceanstarsz.com,PIL USD1900/2200 ETD30-JUN  20GP under 12t,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,KOLKATA,1800,1850,ocean_star,as23@oceanstarsz.com,YML USD1800/1850  ETD04-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,NINGBO,KOLKATA,1650,1750,ocean_star,as23@oceanstarsz.com,IAL USD1650/1750 ETD10-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,KOLKATA,1550,2050,ocean_star,as23@oceanstarsz.com,"RCL USD1550/2050 ETD02/04-JUL,",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,KOLKATA,2150,2150,ocean_star,as23@oceanstarsz.com,MSC USD2150/2150 ETD01-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,KOLKATA,1600,2350,ocean_star,as23@oceanstarsz.com,WHL USD1600/2350 ETD28-JUN & 08-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,KOLKATA,1775,2300,ocean_star,as23@oceanstarsz.com,PIL USD1775/2300 ETD03-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,SHANGHAI,KOLKATA,1900,2200,ocean_star,as23@oceanstarsz.com,YML USD1900/2200 ETD03-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,KOLKATA,1850,2050,ocean_star,as23@oceanstarsz.com,COSCO USD1850/2050 ETD29-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,KOLKATA,1800,2050,ocean_star,as23@oceanstarsz.com,RCL USD1800/2050 ETD03-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,KOLKATA,1800,2800,ocean_star,as23@oceanstarsz.com,PIL USD1800/2800 ETD04-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,XIAMEN,KOLKATA,2200,2200,ocean_star,as23@oceanstarsz.com,MSC USD2200/2200 ETD05-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,KOLKATA,2300,2300,ocean_star,as23@oceanstarsz.com,MSC USD2300/2300 ETD02-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,KOLKATA,2100,2150,ocean_star,as23@oceanstarsz.com,ESL USD2100/2150 ETD28-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,KOLKATA,,2100,ocean_star,as23@oceanstarsz.com,COSCO USD2100/40HQ ETD29-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,KOLKATA,2250,2250,ocean_star,as23@oceanstarsz.com,PIL USD2250/2250  ETD30-JUN  20GP over 13.9t+OWS500,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,QINGDAO,KOLKATA,2400,2700,ocean_star,as23@oceanstarsz.com,"SITC USD2400/2700  ETD07-JUL,20GP/40HQ over 20.9T+100/100",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,KOLKATA,2300,2300,ocean_star,as23@oceanstarsz.com,MSC USD2300/2300 ETD01-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,KOLKATA,2350,2450,ocean_star,as23@oceanstarsz.com,RCL USD2350/2450 ETD05-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,KOLKATA,2100,2200,ocean_star,as23@oceanstarsz.com,COSCO USD2100/2200 ETD03-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,TIANJIN,KOLKATA,2350,2550,ocean_star,as23@oceanstarsz.com,"SITC USD2350/2550 ETD03/05-JUL,40HQ over 24.9+OWS100",FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,KOLKATA,2300,2300,ocean_star,as23@oceanstarsz.com,MSC USD2300/2300 ETD01-JUL,FW_ Update rate from China To India - Ocean Star.eml
2026-06-25,DALIAN,KOLKATA,2300,2400,ocean_star,as23@oceanstarsz.com,IAL USD2300/2400 ETD29-JUN,FW_ Update rate from China To India - Ocean Star.eml
2026-06-18,SHEKOU,CHENNAI,1600,1600,ocean_star,as23@oceanstarsz.com,"NAMSUNG USD1600/1600, CLS: 26-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1600,1700,ocean_star,as23@oceanstarsz.com,"SJJ USD1600/1700, CLS: 28-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1600,1650,ocean_star,as23@oceanstarsz.com,"WHL USD1600/1650, CLS: 20/25-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1650,1650,ocean_star,as23@oceanstarsz.com,"IAL USD1650/1650, CLS: 19/21/23-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1600,1600,ocean_star,as23@oceanstarsz.com,"COSCO USD1600/1600, CLS: 20-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1650,1650,ocean_star,as23@oceanstarsz.com,"TSL USD1650/1650, CLS: 23-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1650,1650,ocean_star,as23@oceanstarsz.com,"SKR USD1650/1650, CLS: 24-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1675,1675,ocean_star,as23@oceanstarsz.com,"KMTC USD1675/1675, CLS: 23/25-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHEKOU,CHENNAI,1950,2200,ocean_star,as23@oceanstarsz.com,"SITC USD1950/2200, CLS: 29-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NANSHA,CHENNAI,1550,1550,ocean_star,as23@oceanstarsz.com,"NAMSUNG USD1550/1550, CLS: 25-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NANSHA,CHENNAI,1750,1750,ocean_star,as23@oceanstarsz.com,"IAL USD1750/1750, CLS: 25/26-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NANSHA,CHENNAI,1750,1850,ocean_star,as23@oceanstarsz.com,"RCL USD1750/1850, CLS: 27-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NANSHA,CHENNAI,1850,1850,ocean_star,as23@oceanstarsz.com,"WHL USD1850/1850, CLS: 26-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NANSHA,CHENNAI,1850,1900,ocean_star,as23@oceanstarsz.com,"COSCO USD1850/1900, rate valid to 30-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NINGBO,CHENNAI,1850,2000,ocean_star,as23@oceanstarsz.com,"TSL USD1850/2000, ETD: 21-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,NINGBO,CHENNAI,1950,2150,ocean_star,as23@oceanstarsz.com,"PIL USD1950/2150, ETD: 24-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHANGHAI,CHENNAI,1600,1700,ocean_star,as23@oceanstarsz.com,"CMA USD1600/1700, ETD: 25-June",FW_ Update rate from China To India - Ocean Star_1.eml
2026-06-18,SHANGHAI,CHENNAI,1900,1900,ocean_star,as23@oceanstarsz.com,"EMC USD1900/1900, ETD: 27-June",FW_ Update rate from China To India - Ocean Star_1.eml
