quote_date,origin_port,dest_port,rate_20,rate_40,source,sender,raw_line,src_file
2026-03-06,NINGBO,NHAVA SHEVA,1650,1700,ocean_star,as23@oceanstarsz.com,ESL USD1650/1700 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1700,1800,ocean_star,as23@oceanstarsz.com,BEN USD1700/1800 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,EMC USD1700/1750 ETD9/17-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,ZIM USD1700/1750 ETD9/11-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1800,1850,ocean_star,as23@oceanstarsz.com,PERMA USD1800/1850 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1750,1850,ocean_star,as23@oceanstarsz.com,ESL USD1750/1850 ETD9-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,KMTC USD1700/1750 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1850,1950,ocean_star,as23@oceanstarsz.com,YML USD1850/1950 ETD16-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,1900,2000,ocean_star,as23@oceanstarsz.com,PIL USD1900/2000 ETD18-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,RCL USD2050/2050 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,MSC USD2050/2050 ETD14-Mar 10days free time,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2150,2250,ocean_star,as23@oceanstarsz.com,EMC USD2150/2250 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2300,2400,ocean_star,as23@oceanstarsz.com,ONE USD2300/2400 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2350,2450,ocean_star,as23@oceanstarsz.com,KMTC USD2350/2450 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2400,2500,ocean_star,as23@oceanstarsz.com,OOCL USD2400/2500 ETD10/13/14-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2450,2450,ocean_star,as23@oceanstarsz.com,COSCO USD2450/2450 ETD10/12/13-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2450,2450,ocean_star,as23@oceanstarsz.com,WHL USD2450/2450 ETD10/14-Mar,2026-03-06_as23.eml
2026-03-06,NINGBO,NHAVA SHEVA,2814,2814,ocean_star,as23@oceanstarsz.com,CMA USD2814/2814 ETD10/13-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1260,1360,ocean_star,as23@oceanstarsz.com,OOCL USD1260/1360 ETD11-Mar indirect,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1750,1850,ocean_star,as23@oceanstarsz.com,ESL USD1750/1850 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1900,1975,ocean_star,as23@oceanstarsz.com,HAL USD1900/1975 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1735,1810,ocean_star,as23@oceanstarsz.com,OOCL USD1735/1810 ETD10/12-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1750,1750,ocean_star,as23@oceanstarsz.com,HDS USD1750/1750 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2275,2400,ocean_star,as23@oceanstarsz.com,ONE USD2275/2400 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,YML USD2100/2100 ETD16-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,ZIM USD2050/2050 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2070,2100,ocean_star,as23@oceanstarsz.com,ZIM USD2070/2100 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1925,1900,ocean_star,as23@oceanstarsz.com,KMTC USD1925/1900 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1725,1800,ocean_star,as23@oceanstarsz.com,KMTC USD1725/1800 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2010,2010,ocean_star,as23@oceanstarsz.com,HMM USD2010/2010 ETD13-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,EMC USD1950/1950 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1950,2050,ocean_star,as23@oceanstarsz.com,ZHONGGU USD1950/2050 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1800,1850,ocean_star,as23@oceanstarsz.com,WHL USD1800/1850 ETD13/14-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,BEN USD2650/2650 ETD12-Mar(ZHONGGU),2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,BEN USD1700/1750 ETD14-Mar(BLA),2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1750,1900,ocean_star,as23@oceanstarsz.com,PERMA USD1750/1900 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,PERMA USD1700/1750 ETD15-Mar(BWL/MLS),2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,MSC USD1950/1950 ETD12-Mar 10days free time,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2350,2550,ocean_star,as23@oceanstarsz.com,CMA USD2350/2550 ETD10/14-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,IAL USD2050/2050 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,ZHONGGU USD2650/2650 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,RCL USD2100/2100 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,1700,1800,ocean_star,as23@oceanstarsz.com,RCL USD1700/1800 ETD10-Mar,2026-03-06_as23.eml
2026-03-06,SHANGHAI,NHAVA SHEVA,2950,3150,ocean_star,as23@oceanstarsz.com,CMA USD2950/3150 ETD10/14-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2200,2300,ocean_star,as23@oceanstarsz.com,EMC USD2200/2300 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2350,2450,ocean_star,as23@oceanstarsz.com,ONE USD2350/2450 ETD11/14-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,1900,2150,ocean_star,as23@oceanstarsz.com,PERMA USD1900/2150 ETD17-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,1550,1750,ocean_star,as23@oceanstarsz.com,ECON USD1550/1750 ETD13-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,1650,1850,ocean_star,as23@oceanstarsz.com,BWL USD1650/1850 ETD14/20-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2250,2350,ocean_star,as23@oceanstarsz.com,WFL USD2250/2350 ETD17-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2500,2600,ocean_star,as23@oceanstarsz.com,ESL USD2500/2600 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2550,2600,ocean_star,as23@oceanstarsz.com,SJJ USD2550/2600 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,WHL USD2650/2650 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,2700,2700,ocean_star,as23@oceanstarsz.com,MSC USD2700/2700 ETD9-Mar 10days free time,2026-03-06_as23.eml
2026-03-06,QINGDAO,NHAVA SHEVA,3350,3150,ocean_star,as23@oceanstarsz.com,COSCO USD3350/3150 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2000,2250,ocean_star,as23@oceanstarsz.com,ESL USD2000/2250 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2050,2100,ocean_star,as23@oceanstarsz.com,PERMA USD2050/2100 ETD15-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,KMTC USD2050/2050 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,1850,1850,ocean_star,as23@oceanstarsz.com,ZIM USD1850/1850 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,,1800,ocean_star,as23@oceanstarsz.com,MSK USD1800/40HQ ETD11-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,1850,1850,ocean_star,as23@oceanstarsz.com,MSC USD1850/1850 Valid from 9-Mar to 15-Mar indirect 10days free time,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,1850,1900,ocean_star,as23@oceanstarsz.com,TSL USD1850/1900 ETD18-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,1925,1950,ocean_star,as23@oceanstarsz.com,OOCL USD1925/1950 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2050,2150,ocean_star,as23@oceanstarsz.com,BEN USD2050/2150 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,COSCO USD2050/2050 ETD11-Mar indirect,2026-03-06_as23.eml
2026-03-06,TIANJIN,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,COSCO USD2050/2050 ETD11-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2100,2150,ocean_star,as23@oceanstarsz.com,EMC USD2100/2150 ETD16-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2200,2200,ocean_star,as23@oceanstarsz.com,ESL USD2200/2200 ETD16-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,ZIM USD2250/2250 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,OOCL USD2250/2250 ETD13-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2350,2350,ocean_star,as23@oceanstarsz.com,COSCO USD2350/2350 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2350,2350,ocean_star,as23@oceanstarsz.com,CMA USD2350/2350 ETD14-Mar,2026-03-06_as23.eml
2026-03-06,XIAMEN,NHAVA SHEVA,2000,2000,ocean_star,as23@oceanstarsz.com,MSC USD2000/2000 ETD13-Mar indirect 10days free time,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1900,1900,ocean_star,as23@oceanstarsz.com,OOCL USD1900/1900 ETD12-Mar,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2475,2475,ocean_star,as23@oceanstarsz.com,WHL USD2475/2475 Valid from 9-Mar to 15-Mar,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2175,2175,ocean_star,as23@oceanstarsz.com,COSCO USD2175/2175 Valid from 9-Mar to 14-Mar,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,TSL USD2650/2650 ETD12-Mar indirect indirect,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2700,2700,ocean_star,as23@oceanstarsz.com,MSC USD2700/2700 Valid from 9-Mar to 15-Mar indirect,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,MSC via mun USD1950/1950 ETD 14-MAR.indirect,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1400,1500,ocean_star,as23@oceanstarsz.com,ZIM via mun USD1400/1500 ETD 12-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2550,2550,ocean_star,as23@oceanstarsz.com,PIL via mun USD2550/2550 ETD 19-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2200,2500,ocean_star,as23@oceanstarsz.com,ONE via pip USD2200/2500 ETD 15-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,COSCO via mun USD2250/2250 ETD 15-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,,3550,ocean_star,as23@oceanstarsz.com,CMA via pip/mun USD3550/40HQ ETD 10/15/17-MAR..ihc prepaid,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,150,150,ocean_star,as23@oceanstarsz.com,"（INPPG/INMUZ/INPGH/INSH1,offer+USD150/150 on top above ICD allin rate）",2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,MSC via mun USD1950/1950 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1500,1650,ocean_star,as23@oceanstarsz.com,ZIM via mun USD1500/1650 Valid to 08-14 MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2300,2600,ocean_star,as23@oceanstarsz.com,ONE via pip USD2300/2600 Valid to 08-14 MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,COSCO via mun USD2250/2250 ETD 13-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2350,2350,ocean_star,as23@oceanstarsz.com,COSCO via pip USD2350/2350 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,OOCL via pip USD2250/2250 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,ZIM via pip USD2250/2250 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2250,2250,ocean_star,as23@oceanstarsz.com,CMA via pip USD2250/2250 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2200,2200,ocean_star,as23@oceanstarsz.com,ESL via mundra USD2200/2200 ETD 16-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2000,2000,ocean_star,as23@oceanstarsz.com,MSC via mundra USD2000/2000 ETD 13-MAR .indirect,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2500,2500,ocean_star,as23@oceanstarsz.com,COSCO via mun USD2500/2500 ETD 09/13-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2400,2500,ocean_star,as23@oceanstarsz.com,OOCL via mun USD2400/2500 ETD 09/13-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1700,1750,ocean_star,as23@oceanstarsz.com,ZIM via mun USD1700/1750 ETD 11-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1700,1700,ocean_star,as23@oceanstarsz.com,ESL via mun USD1700/1700 ETD 11-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,MSC via mun USD2050/2050 ETD 15-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1800,1850,ocean_star,as23@oceanstarsz.com,PERMA via mun USD1800/1850 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1750,1750,ocean_star,as23@oceanstarsz.com,ESL via mun USD1750/1750 ETD 08-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1750,1900,ocean_star,as23@oceanstarsz.com,PERMA via mun USD1750/1900 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2600,2650,ocean_star,as23@oceanstarsz.com,COSCO via pip USD2600/2650 ETD 10-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1750,1810,ocean_star,as23@oceanstarsz.com,OOCL via pip USD1750/1810 ETD 10-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2800,2810,ocean_star,as23@oceanstarsz.com,OOCL via mun USD2800/2810 ETD 12-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1250,1350,ocean_star,as23@oceanstarsz.com,OOCL via pip USD1250/1350 ETD 11-MAR.indirect,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2100,2100,ocean_star,as23@oceanstarsz.com,ZIM via pip/mun USD2100/2100 ETD 10/14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2010,2010,ocean_star,as23@oceanstarsz.com,HMM via pip USD2010/2010 ETD 13-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2060,2060,ocean_star,as23@oceanstarsz.com,HMM via mun USD2060/2060 ETD 13-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,MSC via mun USD1950/1950 ETD 12-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,3250,3050,ocean_star,as23@oceanstarsz.com,COSCO via mun USD3250/3050 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2700,2700,ocean_star,as23@oceanstarsz.com,MSC via mun USD2700/2700 ETD 09-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,,3864,ocean_star,as23@oceanstarsz.com,"CMA via pip/mun USD3864/40HQ ETD 14-MAR.ihc prepaid（INPPG/INMUZ/INPGH/INSH1,offer+USD150/150 on top above ICD allin rate",2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2050,2050,ocean_star,as23@oceanstarsz.com,COSCO via pip USD2050/2050 ETD 11-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1950,1950,ocean_star,as23@oceanstarsz.com,OOCL via pip USD1950/1950 ETD 11-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1850,1850,ocean_star,as23@oceanstarsz.com,ZIM via pip USD1850/1850 ETD 11-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2000,2150,ocean_star,as23@oceanstarsz.com,ESL via mun USD2000/2150 ETD 15-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2650,2650,ocean_star,as23@oceanstarsz.com,MSC via mun USD2650/2650 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2000,2100,ocean_star,as23@oceanstarsz.com,PERMA via mun USD2000/2100 ETD 15-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2175,2175,ocean_star,as23@oceanstarsz.com,COSCO via pip USD2175/2175 ETD 12-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,1900,1900,ocean_star,as23@oceanstarsz.com,COSCO via pip USD1900/1900 ETD 12-MAR,2026-03-06_as23.eml
2026-03-06,DALIAN,NHAVA SHEVA,2700,2700,ocean_star,as23@oceanstarsz.com,MSC via mun USD2700/2700 ETD 14-MAR,2026-03-06_as23.eml
2026-03-06,SHEKOU,CHENNAI,1050,1050,ocean_star,as23@oceanstarsz.com,"NAMSUNG USD1050/1050, CLS: 14-Mar",2026-03-06_as23.eml
2026-03-06,SHEKOU,CHENNAI,1000,1000,ocean_star,as23@oceanstarsz.com,"COSCO USD1000/1000, CLS: 13-Mar",2026-03-06_as23.eml
2026-03-06,SHEKOU,CHENNAI,1150,1150,ocean_star,as23@oceanstarsz.com,"WHL USD1150/1150, CLS: 09/12-Mar",2026-03-06_as23.eml
2026-03-06,SHEKOU,CHENNAI,1260,1520,ocean_star,as23@oceanstarsz.com,"SITC USD1260/1520, CLS: 14-Mar",2026-03-06_as23.eml
2026-03-06,SHEKOU,CHENNAI,1750,1950,ocean_star,as23@oceanstarsz.com,"EMC USD1750/1950, CLS: 19/22-Mar",2026-03-06_as23.eml
2026-03-06,NANSHA,CHENNAI,1250,1250,ocean_star,as23@oceanstarsz.com,"IAL USD1250/1250, CLS: 10/11-Mar",2026-03-06_as23.eml
2026-03-06,NANSHA,CHENNAI,1550,1550,ocean_star,as23@oceanstarsz.com,"RCL USD1550/1550, CLS: 11-Mar",2026-03-06_as23.eml
2026-03-06,NANSHA,CHENNAI,1950,1950,ocean_star,as23@oceanstarsz.com,"WHL USD1950/1950, CLS: 19-Mar",2026-03-06_as23.eml
2026-03-06,NANSHA,CHENNAI,1500,2050,ocean_star,as23@oceanstarsz.com,"COSCO USD1500/2050, Rate valid to 13-Mar",2026-03-06_as23.eml
2026-03-06,NINGBO,CHENNAI,,1000,ocean_star,as23@oceanstarsz.com,"TRL USD1000/40HQ, ETD: 10-Mar",2026-03-06_as23.eml
2026-03-06,NINGBO,CHENNAI,1100,1150,ocean_star,as23@oceanstarsz.com,"PIL USD1100/1150, ETD: 16-Mar",2026-03-06_as23.eml
2026-03-06,NINGBO,CHENNAI,1100,1150,ocean_star,as23@oceanstarsz.com,"IAL USD1100/1150, ETD: 13/16-Mar",2026-03-06_as23.eml
